Duty Period #,Flights
3628,"['MU5660', 'MU5812', 'MU5817', 'MU5619']"
3629,"['MU5660', 'MU5812', 'MU5817', 'MU5541']"
3630,"['MU5660', 'MU5812', 'MU5817', 'MU5525']"
3631,"['MU5660', 'MU5812', 'MU5817', 'MU5186']"
3632,"['MU5660', 'MU5812', 'MU5817', 'MU5467']"
3633,"['MU5660', 'MU5812', 'MU5817', 'MU5341']"
3634,"['MU5660', 'MU5812', 'MU5817', 'MU2168']"
3635,"['MU5660', 'MU5812', 'MU5454']"
3636,"['MU5660', 'MU5812', 'MU2726']"
3637,"['MU5660', 'MU5812', 'MU2716']"
3638,"['MU5660', 'MU5697']"
3639,"['MU5660', 'MU5693']"
3640,"['MU5660', 'MU5621/2']"
3641,"['MU5660', 'MU5619']"
3642,"['MU5660', 'MU5611/2', 'MU5272']"
3643,"['MU5660', 'MU5609/10']"
3644,"['MU5660', 'MU5541']"
3645,"['MU5660', 'MU5525']"
3646,"['MU5660', 'MU5425/6', 'MU2268']"
3647,"['MU5660', 'MU5371']"
3648,"['MU5660', 'MU5186']"
3649,"['MU5660', 'MU5467']"
3650,"['MU5660', 'MU5463/4']"
3651,"['MU5660', 'MU5351/2']"
3652,"['MU5660', 'MU5341']"
3653,"['MU5660', 'MU5337/8']"
3654,"['MU5660', 'MU5285/6', 'MU2790']"
3655,"['MU5660', 'MU5275', 'MU2123']"
3656,"['MU5660', 'MU2354']"
3657,"['MU5660', 'MU2168']"
3658,"['MU5660', 'MU2083', 'MU5484']"
3659,"['MU5660', 'MU2162']"
3660,"['MU5660', 'MU2160', 'MU2321']"
3661,"['MU5660', 'MU2160', 'MU2315']"
3662,"['MU5660', 'MU2158', 'MU2321']"
3663,"['MU5660', 'MU2158', 'MU2315']"
3664,"['MU5660', 'MU2156', 'MU2321']"
3665,"['MU5660', 'MU2156', 'MU2315']"
3666,"['MU5655/6', 'MU5817', 'MU5659']"
3667,"['MU5655/6', 'MU5817', 'MU5607']"
3668,"['MU5655/6', 'MU5817', 'MU5697']"
3669,"['MU5655/6', 'MU5817', 'MU5619']"
3670,"['MU5655/6', 'MU5817', 'MU5541']"
3671,"['MU5655/6', 'MU5817', 'MU5525']"
3672,"['MU5655/6', 'MU5817', 'MU5186']"
3673,"['MU5655/6', 'MU5817', 'MU5467']"
3674,"['MU5655/6', 'MU5817', 'MU5341']"
3675,"['MU5655/6', 'MU5817', 'MU2168']"
3676,"['MU5655/6', 'MU5454']"
3677,"['MU5655/6', 'MU2706']"
3678,"['MU5655/6', 'MU2726']"
3679,"['MU5655/6', 'MU2716']"
3680,"['MU5654', 'MU5141']"
3681,"['MU5608', 'MU5659']"
3682,"['MU5608', 'MU5607']"
3683,"['MU5608', 'MU5603/4']"
3684,"['MU5608', 'MU5697']"
3685,"['MU5608', 'MU5693']"
3686,"['MU5608', 'MU5621/2']"
3687,"['MU5608', 'MU5619']"
3688,"['MU5608', 'MU5541']"
3689,"['MU5608', 'MU5525']"
3690,"['MU5608', 'MU5371']"
3691,"['MU5608', 'MU5186']"
3692,"['MU5608', 'MU5467']"
3693,"['MU5608', 'MU5463/4']"
3694,"['MU5608', 'MU5351/2']"
3695,"['MU5608', 'MU5341']"
3696,"['MU5608', 'MU5337/8']"
3697,"['MU5608', 'MU2354']"
3698,"['MU5608', 'MU2168']"
3699,"['MU5608', 'MU2162']"
3700,"['MU5608', 'MU2160', 'MU2321']"
3701,"['MU5608', 'MU2160', 'MU2315']"
3702,"['MU5608', 'MU2158', 'MU2321']"
3703,"['MU5608', 'MU2158', 'MU2315']"
3704,"['MU5608', 'MU2156', 'MU2321']"
3705,"['MU5608', 'MU2156', 'MU2315']"
3706,"['MU5602', 'MU5629']"
3707,"['MU5602', 'MU5427']"
3708,"['MU5602', 'MU5381/2']"
3709,"['MU5602', 'MU5411']"
3710,"['MU5600', 'MU5675']"
3711,"['MU5600', 'MU5593']"
3712,"['MU5600', 'MU5465']"
3713,"['MU5600', 'MU5207/8']"
3714,"['MU5590', 'MU5579/80']"
3715,"['MU5590', 'MU5527']"
3716,"['MU5589', 'MU5582']"
3717,"['MU5588', 'MU5675']"
3718,"['MU5588', 'MU5593']"
3719,"['MU5588', 'MU5465']"
3720,"['MU5587', 'MU5588', 'MU5675']"
3721,"['MU5587', 'MU5588', 'MU5593']"
3722,"['MU5587', 'MU5588', 'MU5465']"
3723,"['MU5586', 'MU5689', 'MU5654', 'MU5141']"
3724,"['MU5586', 'MU5689', 'MU5830']"
3725,"['MU5586', 'MU5689', 'MU2363']"
3726,"['MU5586', 'MU5689', 'MU2275']"
3727,"['MU5586', 'MU5689', 'MU2165']"
3728,"['MU5586', 'MU5677']"
3729,"['MU5586', 'MU5585', 'MU5678', 'MU5413']"
3730,"['MU5586', 'MU5585', 'MU5678', 'MU5153']"
3731,"['MU5586', 'MU5585', 'MU5678', 'MU2423']"
3732,"['MU5586', 'MU5585', 'MU5673/4']"
3733,"['MU5586', 'MU5585', 'MU5133/4']"
3734,"['MU5586', 'MU5585', 'MU2424', 'MU2423']"
3735,"['MU5586', 'MU5585', 'MU2166']"
3736,"['MU5586', 'MU5415', 'MU5416', 'MU5413']"
3737,"['MU5586', 'MU5415', 'MU5416', 'MU5153']"
3738,"['MU5586', 'MU5415', 'MU5416', 'MU2423']"
3739,"['MU5586', 'MU5413']"
3740,"['MU5586', 'MU5153']"
3741,"['MU5586', 'MU2423']"
3742,"['MU5585', 'MU5678', 'MU5413']"
3743,"['MU5585', 'MU5678', 'MU5153']"
3744,"['MU5585', 'MU5678', 'MU2423']"
3745,"['MU5585', 'MU5673/4']"
3746,"['MU5585', 'MU5133/4']"
3747,"['MU5585', 'MU2424', 'MU2423']"
3748,"['MU5585', 'MU2166']"
3749,"['MU5583', 'MU2886', 'MU2861']"
3750,"['MU5583', 'MU2886', 'MU2857', 'MU5218']"
3751,"['MU5583', 'MU2886', 'MU2857', 'MU2858']"
3752,"['MU5583', 'MU2886', 'MU2845']"
3753,"['MU5583', 'MU2886', 'MU2869']"
3754,"['MU5583', 'MU2886', 'MU2865/6']"
3755,"['MU5583', 'MU2347/8', 'MU5246']"
3756,"['MU5583', 'MU2347/8', 'MU5410', 'MU5467']"
3757,"['MU5583', 'MU2167', 'MU5659']"
3758,"['MU5583', 'MU2167', 'MU5607']"
3759,"['MU5583', 'MU2167', 'MU5697']"
3760,"['MU5583', 'MU2167', 'MU5619']"
3761,"['MU5583', 'MU2167', 'MU5541']"
3762,"['MU5583', 'MU2167', 'MU5525']"
3763,"['MU5583', 'MU2167', 'MU5186']"
3764,"['MU5583', 'MU2167', 'MU5467']"
3765,"['MU5583', 'MU2167', 'MU5341']"
3766,"['MU5583', 'MU2167', 'MU2168']"
3767,"['MU5583', 'MU2111', 'MU5188']"
3768,"['MU5583', 'MU2111', 'MU5280', 'MU5552']"
3769,"['MU5583', 'MU2111', 'MU5280', 'MU5387/8', 'MU5694']"
3770,"['MU5583', 'MU2111', 'MU5280', 'MU2055/6']"
3771,"['MU5583', 'MU2111', 'MU5227/8']"
3772,"['MU5583', 'MU2111', 'MU5196']"
3773,"['MU5583', 'MU2111', 'MU5194']"
3774,"['MU5583', 'MU2111', 'MU2842']"
3775,"['MU5583', 'MU2111', 'MU2124']"
3776,"['MU5583', 'MU2111', 'MU2120']"
3777,"['MU5583', 'MU2111', 'MU2118', 'MU2321']"
3778,"['MU5583', 'MU2111', 'MU2118', 'MU2315']"
3779,"['MU5583', 'MU2321']"
3780,"['MU5583', 'MU2315']"
3781,"['MU5583', 'MU2309/10']"
3782,"['MU5583', 'MU2307/8', 'MU5694']"
3783,"['MU5583', 'MU2297']"
3784,"['MU5583', 'MU2281', 'MU5175/6']"
3785,"['MU5583', 'MU2281', 'MU5261/2', 'MU2888', 'MU2845']"
3786,"['MU5583', 'MU2281', 'MU5255/6', 'MU5218']"
3787,"['MU5583', 'MU2281', 'MU5255/6', 'MU2858']"
3788,"['MU5583', 'MU2281', 'MU5255/6', 'MU2306']"
3789,"['MU5583', 'MU2161', 'MU5659']"
3790,"['MU5583', 'MU2161', 'MU5607']"
3791,"['MU5583', 'MU2161', 'MU5603/4']"
3792,"['MU5583', 'MU2161', 'MU5697']"
3793,"['MU5583', 'MU2161', 'MU5693']"
3794,"['MU5583', 'MU2161', 'MU5621/2']"
3795,"['MU5583', 'MU2161', 'MU5619']"
3796,"['MU5583', 'MU2161', 'MU5541']"
3797,"['MU5583', 'MU2161', 'MU5525']"
3798,"['MU5583', 'MU2161', 'MU5371']"
3799,"['MU5583', 'MU2161', 'MU5186']"
3800,"['MU5583', 'MU2161', 'MU5467']"
3801,"['MU5583', 'MU2161', 'MU5351/2']"
3802,"['MU5583', 'MU2161', 'MU5341']"
3803,"['MU5583', 'MU2161', 'MU2168']"
3804,"['MU5583', 'MU2161', 'MU2162']"
3805,"['MU5583', 'MU2161', 'MU2160', 'MU2321']"
3806,"['MU5583', 'MU2161', 'MU2160', 'MU2315']"
3807,"['MU5583', 'MU2161', 'MU2158', 'MU2321']"
3808,"['MU5583', 'MU2161', 'MU2158', 'MU2315']"
3809,"['MU5583', 'MU2159', 'MU5659']"
3810,"['MU5583', 'MU2159', 'MU5607']"
3811,"['MU5583', 'MU2159', 'MU5603/4']"
3812,"['MU5583', 'MU2159', 'MU5697']"
3813,"['MU5583', 'MU2159', 'MU5693']"
3814,"['MU5583', 'MU2159', 'MU5621/2']"
3815,"['MU5583', 'MU2159', 'MU5619']"
3816,"['MU5583', 'MU2159', 'MU5541']"
3817,"['MU5583', 'MU2159', 'MU5525']"
3818,"['MU5583', 'MU2159', 'MU5371']"
3819,"['MU5583', 'MU2159', 'MU5186']"
3820,"['MU5583', 'MU2159', 'MU5467']"
3821,"['MU5583', 'MU2159', 'MU5463/4']"
3822,"['MU5583', 'MU2159', 'MU5351/2']"
3823,"['MU5583', 'MU2159', 'MU5341']"
3824,"['MU5583', 'MU2159', 'MU5337/8']"
3825,"['MU5583', 'MU2159', 'MU2168']"
3826,"['MU5583', 'MU2159', 'MU2162']"
3827,"['MU5583', 'MU2159', 'MU2160', 'MU2321']"
3828,"['MU5583', 'MU2159', 'MU2160', 'MU2315']"
3829,"['MU5583', 'MU2159', 'MU2158', 'MU2321']"
3830,"['MU5583', 'MU2159', 'MU2158', 'MU2315']"
3831,"['MU5583', 'MU2157', 'MU5659']"
3832,"['MU5583', 'MU2157', 'MU5607']"
3833,"['MU5583', 'MU2157', 'MU5603/4']"
3834,"['MU5583', 'MU2157', 'MU5697']"
3835,"['MU5583', 'MU2157', 'MU5693']"
3836,"['MU5583', 'MU2157', 'MU5621/2']"
3837,"['MU5583', 'MU2157', 'MU5619']"
3838,"['MU5583', 'MU2157', 'MU5541']"
3839,"['MU5583', 'MU2157', 'MU5525']"
3840,"['MU5583', 'MU2157', 'MU5371']"
3841,"['MU5583', 'MU2157', 'MU5186']"
3842,"['MU5583', 'MU2157', 'MU5467']"
3843,"['MU5583', 'MU2157', 'MU5463/4']"
3844,"['MU5583', 'MU2157', 'MU5351/2']"
3845,"['MU5583', 'MU2157', 'MU5341']"
3846,"['MU5583', 'MU2157', 'MU5337/8']"
3847,"['MU5583', 'MU2157', 'MU2354']"
3848,"['MU5583', 'MU2157', 'MU2168']"
3849,"['MU5583', 'MU2157', 'MU2162']"
3850,"['MU5583', 'MU2157', 'MU2160', 'MU2321']"
3851,"['MU5583', 'MU2157', 'MU2160', 'MU2315']"
3852,"['MU5583', 'MU2157', 'MU2158', 'MU2321']"
3853,"['MU5583', 'MU2157', 'MU2158', 'MU2315']"
3854,"['MU5583', 'MU2157', 'MU2156', 'MU2321']"
3855,"['MU5583', 'MU2157', 'MU2156', 'MU2315']"
3856,"['MU5583', 'MU2155', 'MU5659']"
3857,"['MU5583', 'MU2155', 'MU5607']"
3858,"['MU5583', 'MU2155', 'MU5603/4']"
3859,"['MU5583', 'MU2155', 'MU5697']"
3860,"['MU5583', 'MU2155', 'MU5693']"
3861,"['MU5583', 'MU2155', 'MU5621/2']"
3862,"['MU5583', 'MU2155', 'MU5619']"
3863,"['MU5583', 'MU2155', 'MU5611/2', 'MU5272']"
3864,"['MU5583', 'MU2155', 'MU5609/10']"
3865,"['MU5583', 'MU2155', 'MU5541']"
3866,"['MU5583', 'MU2155', 'MU5525']"
3867,"['MU5583', 'MU2155', 'MU5425/6', 'MU2268']"
3868,"['MU5583', 'MU2155', 'MU5371']"
3869,"['MU5583', 'MU2155', 'MU5186']"
3870,"['MU5583', 'MU2155', 'MU5467']"
3871,"['MU5583', 'MU2155', 'MU5463/4']"
3872,"['MU5583', 'MU2155', 'MU5351/2']"
3873,"['MU5583', 'MU2155', 'MU5341']"
3874,"['MU5583', 'MU2155', 'MU5337/8']"
3875,"['MU5583', 'MU2155', 'MU2354']"
3876,"['MU5583', 'MU2155', 'MU2168']"
3877,"['MU5583', 'MU2155', 'MU2162']"
3878,"['MU5583', 'MU2155', 'MU2160', 'MU2321']"
3879,"['MU5583', 'MU2155', 'MU2160', 'MU2315']"
3880,"['MU5583', 'MU2155', 'MU2158', 'MU2321']"
3881,"['MU5583', 'MU2155', 'MU2158', 'MU2315']"
3882,"['MU5583', 'MU2155', 'MU2156', 'MU2321']"
3883,"['MU5583', 'MU2155', 'MU2156', 'MU2315']"
3884,"['MU5583', 'MU2117', 'MU5196']"
3885,"['MU5583', 'MU2117', 'MU2124']"
3886,"['MU5583', 'MU2117', 'MU2120']"
3887,"['MU5581', 'MU5590', 'MU5579/80']"
3888,"['MU5581', 'MU5590', 'MU5527']"
3889,"['MU5581', 'MU5582']"
3890,"['MU5570', 'MU5669/70']"
3891,"['MU5570', 'MU5647/8']"
3892,"['MU5570', 'MU5579/80']"
3893,"['MU5570', 'MU5527']"
3894,"['O36881', 'O36880']"
3895,"['NS3233', 'NS3234']"
3896,"['MU5949', 'MU5851/2']"
3897,"['MU5945', 'MU5851/2']"
3898,"['MU5945', 'MU5733', 'MU5736', 'MU5953']"
3899,"['MU5945', 'MU5733', 'MU5736', 'MU5925/6']"
3900,"['MU5945', 'MU5733', 'MU2476']"
3901,"['MU5941/2', 'MU5993']"
3902,"['MU5941/2', 'MU5992']"
3903,"['MU5941/2', 'MU5954']"
3904,"['MU5939/40', 'MU5938']"
3905,"['MU5939/40', 'MU5811', 'MU5971/2']"
3906,"['MU5939/40', 'MU5811', 'MU5967/8']"
3907,"['MU5939/40', 'MU5811', 'MU5963/4']"
3908,"['MU5939/40', 'MU5811', 'MU5893']"
3909,"['MU5939/40', 'MU5811', 'MU5881/2']"
3910,"['MU5939/40', 'MU5811', 'MU5799/800']"
3911,"['MU5939/40', 'MU5811', 'MU5793']"
3912,"['MU5939/40', 'MU5811', 'MU5783/4']"
3913,"['MU5939/40', 'MU5811', 'MU5729/30', 'MU5724', 'MU5967/8']"
3914,"['MU5939/40', 'MU5811', 'MU5729/30', 'MU5724', 'MU5793']"
3915,"['MU5939/40', 'MU5811', 'MU5729/30', 'MU5724', 'MU5725/6']"
3916,"['MU5939/40', 'MU5811', 'MU5729/30', 'MU5724', 'MU5829']"
3917,"['MU5939/40', 'MU5811', 'MU5729/30', 'MU5724', 'MU5745/6']"
3918,"['MU5939/40', 'MU5811', 'MU5725/6']"
3919,"['MU5939/40', 'MU5811', 'MU5723']"
3920,"['MU5939/40', 'MU5811', 'MU5721']"
3921,"['MU5939/40', 'MU5811', 'MU5917/8', 'MU5928']"
3922,"['MU5939/40', 'MU5811', 'MU5895/6']"
3923,"['MU5939/40', 'MU5811', 'MU5829']"
3924,"['MU5939/40', 'MU5811', 'MU5815']"
3925,"['MU5939/40', 'MU5811', 'MU5751/2']"
3926,"['MU5939/40', 'MU5811', 'MU5745/6']"
3927,"['MU5939/40', 'MU5811', 'MU5707']"
3928,"['MU5937', 'MU5938']"
3929,"['MU5937', 'MU5811', 'MU5971/2']"
3930,"['MU5937', 'MU5811', 'MU5967/8']"
3931,"['MU5937', 'MU5811', 'MU5963/4']"
3932,"['MU5937', 'MU5811', 'MU5893']"
3933,"['MU5937', 'MU5811', 'MU5881/2']"
3934,"['MU5937', 'MU5811', 'MU5799/800']"
3935,"['MU5937', 'MU5811', 'MU5793']"
3936,"['MU5937', 'MU5811', 'MU5783/4']"
3937,"['MU5937', 'MU5811', 'MU5729/30', 'MU5724', 'MU5967/8']"
3938,"['MU5937', 'MU5811', 'MU5729/30', 'MU5724', 'MU5793']"
3939,"['MU5937', 'MU5811', 'MU5729/30', 'MU5724', 'MU5725/6']"
3940,"['MU5937', 'MU5811', 'MU5729/30', 'MU5724', 'MU5829']"
3941,"['MU5937', 'MU5811', 'MU5729/30', 'MU5724', 'MU5745/6']"
3942,"['MU5937', 'MU5811', 'MU5725/6']"
3943,"['MU5937', 'MU5811', 'MU5723']"
3944,"['MU5937', 'MU5811', 'MU5721']"
3945,"['MU5937', 'MU5811', 'MU5917/8', 'MU5928']"
3946,"['MU5937', 'MU5811', 'MU5895/6']"
3947,"['MU5937', 'MU5811', 'MU5829']"
3948,"['MU5937', 'MU5811', 'MU5815']"
3949,"['MU5937', 'MU5811', 'MU5751/2']"
3950,"['MU5937', 'MU5811', 'MU5745/6']"
3951,"['MU5937', 'MU5811', 'MU5707']"
3952,"['MU5917/8', 'MU5928']"
3953,"['MU5905/6', 'MU5928']"
3954,"['MU5905/6', 'MU5705/6', 'MU5971/2']"
3955,"['MU5905/6', 'MU5705/6', 'MU5967/8']"
3956,"['MU5905/6', 'MU5705/6', 'MU5963/4']"
3957,"['MU5905/6', 'MU5705/6', 'MU5893']"
3958,"['MU5905/6', 'MU5705/6', 'MU5799/800']"
3959,"['MU5905/6', 'MU5705/6', 'MU5793']"
3960,"['MU5905/6', 'MU5705/6', 'MU5725/6']"
3961,"['MU5905/6', 'MU5705/6', 'MU5723']"
3962,"['MU5905/6', 'MU5705/6', 'MU5895/6']"
3963,"['MU5905/6', 'MU5705/6', 'MU5829']"
3964,"['MU5905/6', 'MU5705/6', 'MU5815']"
3965,"['MU5905/6', 'MU5705/6', 'MU5751/2']"
3966,"['MU5905/6', 'MU5705/6', 'MU5745/6']"
3967,"['MU5905/6', 'MU5705/6', 'MU5707']"
3968,"['MU5901', 'MU5928']"
3969,"['MU5894', 'MU5971/2']"
3970,"['MU5894', 'MU5967/8']"
3971,"['MU5894', 'MU5893']"
3972,"['MU5894', 'MU5799/800']"
3973,"['MU5894', 'MU5793']"
3974,"['MU5894', 'MU5725/6']"
3975,"['MU5894', 'MU5895/6']"
3976,"['MU5894', 'MU5829']"
3977,"['MU5894', 'MU5815']"
3978,"['MU5894', 'MU5751/2']"
3979,"['MU5894', 'MU5745/6']"
3980,"['MU5843/4', 'MU5867/8']"
3981,"['MU5843/4', 'MU5493/4']"
3982,"['MU5843/4', 'MU5448/7']"
3983,"['MU5843/4', 'MU5416', 'MU5413']"
3984,"['MU5843/4', 'MU5416', 'MU5153']"
3985,"['MU5843/4', 'MU5416', 'MU2423']"
3986,"['MU5818', 'MU5793']"
3987,"['MU5818', 'MU5829']"
3988,"['MU5817', 'MU5659']"
3989,"['MU5817', 'MU5607']"
3990,"['MU5817', 'MU5697']"
3991,"['MU5817', 'MU5619']"
3992,"['MU5817', 'MU5541']"
3993,"['MU5817', 'MU5525']"
3994,"['MU5817', 'MU5186']"
3995,"['MU5817', 'MU5467']"
3996,"['MU5817', 'MU5341']"
3997,"['MU5817', 'MU2168']"
3998,"['MU5812', 'MU5817', 'MU5659']"
3999,"['MU5812', 'MU5817', 'MU5607']"
4000,"['MU5812', 'MU5817', 'MU5697']"
4001,"['MU5812', 'MU5817', 'MU5619']"
4002,"['MU5812', 'MU5817', 'MU5541']"
4003,"['MU5812', 'MU5817', 'MU5525']"
4004,"['MU5812', 'MU5817', 'MU5186']"
4005,"['MU5812', 'MU5817', 'MU5467']"
4006,"['MU5812', 'MU5817', 'MU5341']"
4007,"['MU5812', 'MU5817', 'MU2168']"
4008,"['MU5812', 'MU5454']"
4009,"['MU5812', 'MU2726']"
4010,"['MU5812', 'MU2716']"
4011,"['MU5811', 'MU5971/2']"
4012,"['MU5811', 'MU5967/8']"
4013,"['MU5811', 'MU5963/4']"
4014,"['MU5811', 'MU5893']"
4015,"['MU5811', 'MU5881/2']"
4016,"['MU5811', 'MU5799/800']"
4017,"['MU5811', 'MU5793']"
4018,"['MU5811', 'MU5783/4']"
4019,"['MU5811', 'MU5729/30', 'MU5724', 'MU5967/8']"
4020,"['MU5811', 'MU5729/30', 'MU5724', 'MU5793']"
4021,"['MU5811', 'MU5729/30', 'MU5724', 'MU5725/6']"
4022,"['MU5811', 'MU5729/30', 'MU5724', 'MU5829']"
4023,"['MU5811', 'MU5729/30', 'MU5724', 'MU5745/6']"
4024,"['MU5811', 'MU5725/6']"
4025,"['MU5811', 'MU5723']"
4026,"['MU5811', 'MU5721']"
4027,"['MU5811', 'MU5917/8', 'MU5928']"
4028,"['MU5811', 'MU5895/6']"
4029,"['MU5811', 'MU5829']"
4030,"['MU5811', 'MU5815']"
4031,"['MU5811', 'MU5751/2']"
4032,"['MU5811', 'MU5745/6']"
4033,"['MU5811', 'MU5707']"
4034,"['MU5810', 'MU5953']"
4035,"['MU5810', 'MU5925/6']"
4036,"['MU5805', 'MU5975/6', 'MU5974']"
4037,"['MU5805', 'MU5973', 'MU5974']"
4038,"['MU5805', 'MU5787/8']"
4039,"['MU5805', 'MU5785/6']"
4040,"['MU5805', 'MU5777/8']"
4041,"['MU5805', 'MU5719/20']"
4042,"['MU5805', 'MU5953']"
4043,"['MU5805', 'MU5925/6']"
4044,"['MU5773/4', 'MU2057/8']"
4045,"['MU5740', 'MU5975/6', 'MU5974']"
4046,"['MU5740', 'MU5787/8']"
4047,"['MU5740', 'MU5785/6']"
4048,"['MU5740', 'MU5777/8']"
4049,"['MU5740', 'MU5719/20']"
4050,"['MU5740', 'MU5953']"
4051,"['MU5740', 'MU5925/6']"
4052,"['MU5705/6', 'MU5971/2']"
4053,"['MU5705/6', 'MU5967/8']"
4054,"['MU5705/6', 'MU5963/4']"
4055,"['MU5705/6', 'MU5893']"
4056,"['MU5705/6', 'MU5799/800']"
4057,"['MU5705/6', 'MU5793']"
4058,"['MU5705/6', 'MU5725/6']"
4059,"['MU5705/6', 'MU5723']"
4060,"['MU5705/6', 'MU5895/6']"
4061,"['MU5705/6', 'MU5829']"
4062,"['MU5705/6', 'MU5815']"
4063,"['MU5705/6', 'MU5751/2']"
4064,"['MU5705/6', 'MU5745/6']"
4065,"['MU5705/6', 'MU5707']"
4066,"['MU5702', 'MU5971/2']"
4067,"['MU5702', 'MU5967/8']"
4068,"['MU5702', 'MU5963/4']"
4069,"['MU5702', 'MU5893']"
4070,"['MU5702', 'MU5799/800']"
4071,"['MU5702', 'MU5793']"
4072,"['MU5702', 'MU5725/6']"
4073,"['MU5702', 'MU5895/6']"
4074,"['MU5702', 'MU5829']"
4075,"['MU5702', 'MU5815']"
4076,"['MU5702', 'MU5751/2']"
4077,"['MU5702', 'MU5745/6']"
4078,"['MU5698', 'MU5659']"
4079,"['MU5698', 'MU5607']"
4080,"['MU5698', 'MU5603/4']"
4081,"['MU5698', 'MU5697']"
4082,"['MU5698', 'MU5693']"
4083,"['MU5698', 'MU5621/2']"
4084,"['MU5698', 'MU5619']"
4085,"['MU5698', 'MU5611/2', 'MU5272']"
4086,"['MU5698', 'MU5609/10']"
4087,"['MU5698', 'MU5541']"
4088,"['MU5698', 'MU5525']"
4089,"['MU5698', 'MU5425/6', 'MU2268']"
4090,"['MU5698', 'MU5371']"
4091,"['MU5698', 'MU5186']"
4092,"['MU5698', 'MU5467']"
4093,"['MU5698', 'MU5463/4']"
4094,"['MU5698', 'MU5351/2']"
4095,"['MU5698', 'MU5341']"
4096,"['MU5698', 'MU5337/8']"
4097,"['MU5698', 'MU5275', 'MU2123']"
4098,"['MU5698', 'MU2354']"
4099,"['MU5698', 'MU2168']"
4100,"['MU5698', 'MU2162']"
4101,"['MU5698', 'MU2160', 'MU2321']"
4102,"['MU5698', 'MU2160', 'MU2315']"
4103,"['MU5698', 'MU2158', 'MU2321']"
4104,"['MU5698', 'MU2158', 'MU2315']"
4105,"['MU5698', 'MU2156', 'MU2321']"
4106,"['MU5698', 'MU2156', 'MU2315']"
4107,"['MU5696', 'MU5716', 'MU5971/2']"
4108,"['MU5696', 'MU5716', 'MU5967/8']"
4109,"['MU5696', 'MU5716', 'MU5793']"
4110,"['MU5696', 'MU5716', 'MU5725/6']"
4111,"['MU5696', 'MU5716', 'MU5895/6']"
4112,"['MU5696', 'MU5716', 'MU5829']"
4113,"['MU5696', 'MU5716', 'MU5751/2']"
4114,"['MU5696', 'MU5716', 'MU5745/6']"
4115,"['MU5696', 'MU5695']"
4116,"['MU5690', 'MU5657']"
4117,"['MU5690', 'MU5653']"
4118,"['MU5690', 'MU5575/6']"
4119,"['MU5690', 'MU5565/6']"
4120,"['MU5690', 'MU5141']"
4121,"['MU5635', 'MU5636']"
4122,"['MU5634', 'MU2790']"
4123,"['MU5633', 'MU2790']"
4124,"['MU5633', 'MU2770', 'MU2321']"
4125,"['MU5633', 'MU2770', 'MU2315']"
4126,"['MU5630', 'MU5659']"
4127,"['MU5630', 'MU5607']"
4128,"['MU5630', 'MU5697']"
4129,"['MU5630', 'MU5541']"
4130,"['MU5630', 'MU5525']"
4131,"['MU5630', 'MU5186']"
4132,"['MU5630', 'MU5467']"
4133,"['MU5623/4', 'MU2298', 'MU2321']"
4134,"['MU5623/4', 'MU2298', 'MU2315']"
4135,"['MU5620', 'MU5659']"
4136,"['MU5620', 'MU5607']"
4137,"['MU5620', 'MU5603/4']"
4138,"['MU5620', 'MU5697']"
4139,"['MU5620', 'MU5693']"
4140,"['MU5620', 'MU5621/2']"
4141,"['MU5620', 'MU5619']"
4142,"['MU5620', 'MU5611/2', 'MU5272']"
4143,"['MU5620', 'MU5609/10']"
4144,"['MU5620', 'MU5541']"
4145,"['MU5620', 'MU5525']"
4146,"['MU5620', 'MU5425/6', 'MU2268']"
4147,"['MU5620', 'MU5371']"
4148,"['MU5620', 'MU5186']"
4149,"['MU5620', 'MU5467']"
4150,"['MU5620', 'MU5463/4']"
4151,"['MU5620', 'MU5351/2']"
4152,"['MU5620', 'MU5341']"
4153,"['MU5620', 'MU5337/8']"
4154,"['MU5620', 'MU5275', 'MU2123']"
4155,"['MU5620', 'MU2354']"
4156,"['MU5620', 'MU2168']"
4157,"['MU5620', 'MU2162']"
4158,"['MU5620', 'MU2160', 'MU2321']"
4159,"['MU5620', 'MU2160', 'MU2315']"
4160,"['MU5620', 'MU2158', 'MU2321']"
4161,"['MU5620', 'MU2158', 'MU2315']"
4162,"['MU5620', 'MU2156', 'MU2321']"
4163,"['MU5620', 'MU2156', 'MU2315']"
4164,"['MU5613/4', 'MU5272']"
4165,"['MU5611/2', 'MU5272']"
4166,"['MU5569', 'MU2840', 'MU2845']"
4167,"['MU5569', 'MU2840', 'MU2869']"
4168,"['MU5569', 'MU2840', 'MU2865/6']"
4169,"['MU5569', 'MU2274', 'MU5552']"
4170,"['MU5569', 'MU2274', 'MU2055/6']"
4171,"['MU5560', 'MU5685/6']"
4172,"['MU5560', 'MU5657']"
4173,"['MU5560', 'MU5653']"
4174,"['MU5560', 'MU5575/6']"
4175,"['MU5560', 'MU5818', 'MU5793']"
4176,"['MU5560', 'MU5818', 'MU5829']"
4177,"['MU5560', 'MU5565/6']"
4178,"['MU5560', 'MU5559', 'MU5636']"
4179,"['MU5560', 'MU5497/8']"
4180,"['MU5560', 'MU5431/2']"
4181,"['MU5560', 'MU5383/4']"
4182,"['MU5560', 'MU5141']"
4183,"['MU5559', 'MU5636']"
4184,"['MU5558', 'MU5657']"
4185,"['MU5558', 'MU5575/6']"
